customer_id,customer_name,tender_id,title,organizer,budget,currency,status,publish_date,deadline,url
"424611441","Lago","NAT260002730","Contract awarded Ongoing Winner: shps jorjia bilding grupi Bidders - 7 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260002730 Procurement announcment date: 13.02.2026 Offer reception term: 06.03.2026 Procuring entities: Tbilisi Vake District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 972`117.00 GEL","Tbilisi Vake District Gamgeoba","972`117.00 GEL","GEL","Contract awarded","13.02.2026","06.03.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=669917"
"424611441","Lago","NAT260002206","Contract awarded Ongoing Winner: „mshenkompleksi"" Bidders - 4 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260002206 Procurement announcment date: 10.02.2026 Offer reception term: 04.03.2026 Procuring entities: MTSKHETA MUNICIPALITY CITY HALL Procuring category: 45100000-Site preparation work Estimated value of procurement: 353`231.00 GEL","MTSKHETA MUNICIPALITY CITY HALL","353`231.00 GEL","GEL","Contract awarded","10.02.2026","04.03.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=670981"
"424611441","Lago","NAT260001075","Contract awarded Ongoing Winner: lago Bidders - 2 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260001075 Procurement announcment date: 27.01.2026 Offer reception term: 17.02.2026 Procuring entities: Tbilisi Saburtalo District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 400`000.00 GEL","Tbilisi Saburtalo District Gamgeoba","400`000.00 GEL","GEL","Contract awarded","27.01.2026","17.02.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=669160"
"424611441","Lago","NAT260000278","Contract awarded Ongoing Winner: „mshenkompleksi"" Bidders - 4 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260000278 Procurement announcment date: 13.01.2026 Offer reception term: 05.02.2026 Procuring entities: Tbilisi Vake District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 400`000.00 GEL","Tbilisi Vake District Gamgeoba","400`000.00 GEL","GEL","Contract awarded","13.01.2026","05.02.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=665906"
"424611441","Lago","NAT250024736","Contract awarded Ongoing Winner: monoliti-2005 Bidders - 4 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250024736 Procurement announcment date: 31.12.2025 Offer reception term: 21.01.2026 Procuring entities: Tbilisi Saburtalo District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 3`808`388.00 GEL","Tbilisi Saburtalo District Gamgeoba","3`808`388.00 GEL","GEL","Contract awarded","31.12.2025","21.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=662331"
"424611441","Lago","NAT250024597","Contract awarded Ongoing Winner: shps tao Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250024597 Procurement announcment date: 29.12.2025 Offer reception term: 22.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 926`064.00 GEL","Tbilisi Gldani District Gamgeoba","926`064.00 GEL","GEL","Contract awarded","29.12.2025","22.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=663562"
"424611441","Lago","NAT250023997","Contract awarded Ongoing Winner: shps regrini Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023997 Procurement announcment date: 23.12.2025 Offer reception term: 13.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 978`667.00 GEL","Tbilisi Gldani District Gamgeoba","978`667.00 GEL","GEL","Contract awarded","23.12.2025","13.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=661824"
"424611441","Lago","NAT250023159","Contract awarded Ongoing Winner: shps regrini Bidders - 8 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023159 Procurement announcment date: 11.12.2025 Offer reception term: 06.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 992`057.00 GEL","Tbilisi Gldani District Gamgeoba","992`057.00 GEL","GEL","Contract awarded","11.12.2025","06.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=659569"
"424611441","Lago","NAT250023147","Contract awarded Ongoing Winner: shps ander konstrakshen Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023147 Procurement announcment date: 11.12.2025 Offer reception term: 05.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 695`156.00 GEL","Tbilisi Gldani District Gamgeoba","695`156.00 GEL","GEL","Contract awarded","11.12.2025","05.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=659563"
"425057341","Eplaini","NAT260005908","Finalization of contract Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260005908 Procurement announcment date: 24.03.2026 Offer reception term: 21.04.2026 Procuring entities: Tbilisi Isani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 788`701.00 GEL","Tbilisi Isani District Gamgeoba","788`701.00 GEL","GEL","","24.03.2026","21.04.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=675558"
"425057341","Eplaini","NAT260005811","Contract awarded Ongoing Winner: shps eplaini Bidders - 3 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260005811 Procurement announcment date: 23.03.2026 Offer reception term: 15.04.2026 Procuring entities: Tbilisi Isani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 788`701.00 GEL","Tbilisi Isani District Gamgeoba","788`701.00 GEL","GEL","Contract awarded","23.03.2026","15.04.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=679054"
"425057341","Eplaini","NAT250023997","Contract awarded Ongoing Winner: shps regrini Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023997 Procurement announcment date: 23.12.2025 Offer reception term: 13.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 978`667.00 GEL","Tbilisi Gldani District Gamgeoba","978`667.00 GEL","GEL","Contract awarded","23.12.2025","13.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=661824"
"425057341","Eplaini","NAT250023147","Contract awarded Ongoing Winner: shps ander konstrakshen Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023147 Procurement announcment date: 11.12.2025 Offer reception term: 05.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 695`156.00 GEL","Tbilisi Gldani District Gamgeoba","695`156.00 GEL","GEL","Contract awarded","11.12.2025","05.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=659563"
"436034916","Our Group chveni jgupi","NAT260004648","Contract awarded Ongoing Winner: shps Our Group chveni jgupi Bidders - 3 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260004648 Procurement announcment date: 09.03.2026 Offer reception term: 30.03.2026 Procuring entities: Gori MUnicipality City Hall Procuring category: 45100000-Site preparation work Estimated value of procurement: 696`550.00 GEL","Gori MUnicipality City Hall","696`550.00 GEL","GEL","Contract awarded","09.03.2026","30.03.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=674652"
"436034916","Our Group chveni jgupi","NAT260003144","Contract awarded Ongoing Winner: shps Our Group chveni jgupi Bidders - 4 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260003144 Procurement announcment date: 19.02.2026 Offer reception term: 12.03.2026 Procuring entities: Tbilisi Vake District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 1`459`540.00 GEL","Tbilisi Vake District Gamgeoba","1`459`540.00 GEL","GEL","Contract awarded","19.02.2026","12.03.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=666731"
"436034916","Our Group chveni jgupi","NAT260002730","Contract awarded Ongoing Winner: shps jorjia bilding grupi Bidders - 7 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260002730 Procurement announcment date: 13.02.2026 Offer reception term: 06.03.2026 Procuring entities: Tbilisi Vake District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 972`117.00 GEL","Tbilisi Vake District Gamgeoba","972`117.00 GEL","GEL","Contract awarded","13.02.2026","06.03.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=669917"
"436034916","Our Group chveni jgupi","NAT260002010","Contract awarded Ongoing Winner: shps gold end bro Bidders - 8 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT260002010 Procurement announcment date: 06.02.2026 Offer reception term: 27.02.2026 Procuring entities: GOVERNMENT OF ONI MUNICIPALITY Procuring category: 45100000-Site preparation work Estimated value of procurement: 2`332`713.00 GEL","GOVERNMENT OF ONI MUNICIPALITY","2`332`713.00 GEL","GEL","Contract awarded","06.02.2026","27.02.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=667693"
"436034916","Our Group chveni jgupi","NAT250024736","Contract awarded Ongoing Winner: monoliti-2005 Bidders - 4 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250024736 Procurement announcment date: 31.12.2025 Offer reception term: 21.01.2026 Procuring entities: Tbilisi Saburtalo District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 3`808`388.00 GEL","Tbilisi Saburtalo District Gamgeoba","3`808`388.00 GEL","GEL","Contract awarded","31.12.2025","21.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=662331"
"436034916","Our Group chveni jgupi","NAT250024597","Contract awarded Ongoing Winner: shps tao Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250024597 Procurement announcment date: 29.12.2025 Offer reception term: 22.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 926`064.00 GEL","Tbilisi Gldani District Gamgeoba","926`064.00 GEL","GEL","Contract awarded","29.12.2025","22.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=663562"
"436034916","Our Group chveni jgupi","NAT250023997","Contract awarded Ongoing Winner: shps regrini Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023997 Procurement announcment date: 23.12.2025 Offer reception term: 13.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 978`667.00 GEL","Tbilisi Gldani District Gamgeoba","978`667.00 GEL","GEL","Contract awarded","23.12.2025","13.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=661824"
"436034916","Our Group chveni jgupi","NAT250023159","Contract awarded Ongoing Winner: shps regrini Bidders - 8 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023159 Procurement announcment date: 11.12.2025 Offer reception term: 06.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 992`057.00 GEL","Tbilisi Gldani District Gamgeoba","992`057.00 GEL","GEL","Contract awarded","11.12.2025","06.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=659569"
"436034916","Our Group chveni jgupi","NAT250023147","Contract awarded Ongoing Winner: shps ander konstrakshen Bidders - 6 Electronic Tender Without Reverse Auction(NAT) Announcment number: NAT250023147 Procurement announcment date: 11.12.2025 Offer reception term: 05.01.2026 Procuring entities: Tbilisi Gldani District Gamgeoba Procuring category: 45100000-Site preparation work Estimated value of procurement: 695`156.00 GEL","Tbilisi Gldani District Gamgeoba","695`156.00 GEL","GEL","Contract awarded","11.12.2025","05.01.2026","https://tenders.procurement.gov.ge/public/?lang=ru&go=659563"
